0,1,2,function_value
1,1,1,0.5713199670196542
1,1,2,1.7803538281599622
1,1,3,2.9985987775339855
1,1,4,4.218259680084356
1,2,1,1.0561482128692157
1,2,2,2.256569009115786
1,2,3,3.4759247107265105
1,2,4,4.696047325916289
1,3,1,1.5196834302914157
1,3,2,2.7318180112683796
1,3,3,3.9539899453735283
1,3,4,5.17398487399023
1,4,1,1.9956228723898621
1,4,2,3.213705082177525
1,4,3,4.43323370847761
1,4,4,5.652025975996555
2,1,1,1.3667885482049582
2,1,2,2.5678778880588076
2,1,3,3.7928575498136783
2,1,4,5.015374334498375
2,2,1,1.8483326747393036
2,2,2,3.057957899629423
2,2,3,4.2602262266876005
2,2,4,5.492506468251214
2,3,1,2.310806076918199
2,3,2,3.527158353158231
2,3,3,4.74496214371697
2,3,4,5.970156405066574
2,4,1,2.792231124164319
2,4,2,4.008794896404873
2,4,3,5.22672745275795
2,4,4,6.448763270174256
3,1,1,2.155562997572437
3,1,2,3.3692755241051215
3,1,3,4.591978929949454
3,1,4,5.812729091854253
3,2,1,2.631950549976897
3,2,2,3.8485406898634458
3,2,3,5.074157581580007
3,2,4,6.289915325698788
3,3,1,3.1049363523651494
3,3,2,4.312815633479404
3,3,3,5.606983351424653
3,3,4,6.7705953554827
3,4,1,3.588496908445415
3,4,2,4.801728858354647
3,4,3,6.040556473772645
3,4,4,7.245394774662013
4,1,1,2.953229184373557
4,1,2,4.171810069826371
4,1,3,5.390487742859727
4,1,4,6.609320573104061
4,2,1,3.430997208154954
4,2,2,4.64916749208948
4,2,3,5.868287366645308
4,2,4,7.0876929273128555
4,3,1,3.9081837772098513
4,3,2,5.1254817161526205
4,3,3,6.353994264057255
4,3,4,7.566379659930335
4,4,1,4.3861457777699355
4,4,2,5.601620388667869
4,4,3,6.829949946156712
4,4,4,8.036829635247368
