0,1,function_value
1,1,1.1810692638918778
1,2,1.6316694419449422
1,3,2.6035443988409863
1,4,2.673006803153966
1,5,2.9596066811410733
1,6,2.9596153543186823
1,7,4.099738331878187
2,1,1.6297278831422122
2,2,2.1290270938507905
2,3,2.603564998367494
2,4,3.038944774538894
2,5,3.256741581408965
2,6,3.8719156767278102
2,7,4.099749269548036
3,1,2.753189212569357
3,2,2.7532250847542694
3,3,3.103568184433128
3,4,3.6886504868340078
3,5,3.797271365621932
3,6,4.049252657007842
3,7,4.487628577014784
4,1,3.109516547857759
4,2,3.426876115851829
4,3,3.875868301223575
4,4,4.131637234858308
4,5,4.532316219302577
4,6,4.950640564084471
4,7,5.711851128744425
5,1,3.7873766879284125
5,2,3.9502340598850396
5,3,4.498571777996401
5,4,4.649417557128156
5,5,5.0851497274355735
5,6,5.442524203061888
5,7,5.711887882172767
6,1,4.127379789937592
6,2,4.7492262042410855
6,3,4.847157771464876
6,4,5.301774035452534
6,5,5.759373859723951
6,6,5.989504423110138
6,7,6.228200074790135
7,1,4.300297735527227
7,2,4.919339915655565
7,3,5.546809902476669
7,4,5.847798863387439
7,5,6.270450835585673
7,6,6.441499149670666
7,7,6.798301366948829
