0,1,function_value
1,1,1.0
1,3,1.4624200489934134
1,4,1.754406906466656
1,7,2.643619112502304
2,1,1.5538468140889028
2,2,1.8752437860201565
2,7,3.353139970950272
3,1,2.2597332120483338
3,2,2.5678642400234004
3,3,2.8688907333537306
3,4,3.1571240648520713
3,5,3.453516545497939
4,2,3.249298814531191
4,5,4.1548752616867874
5,2,3.9588352937962052
5,3,4.247061174536753
5,4,4.570376511087668
5,5,4.882709074130353
5,6,5.159503749384523
6,2,4.643814179423033
6,3,4.948401828967219
6,4,5.269382065757431
6,5,5.541192866475524
6,6,5.8744683931980815
6,7,6.142193577416093
7,4,5.946148366173501
7,6,6.542014108291871
7,7,6.851737713583995
