0,1,function_value
1,1,1.0
1,3,1.3287654600191505
1,4,1.3287655520584294
1,7,1.328765536429681
2,1,1.030049713799988
2,2,2.1734382265108945
2,7,3.0483354469003183
3,1,1.9997071051875768
3,2,2.6690002647528126
3,3,3.266256364317847
3,4,3.2662557503901977
3,5,3.266255363680623
4,2,2.669000518894152
4,5,4.004838528300288
5,2,3.480590620977328
5,3,3.4805904298835983
5,4,4.967140361080605
5,5,5.576129535046117
5,6,5.576129515801987
6,2,3.4805906730034746
6,3,4.1526740300076765
6,4,5.576129611099241
6,5,5.576129624536495
6,6,6.1505568949745175
6,7,6.150557185193579
7,4,5.576129690859959
7,6,6.263777058602374
7,7,6.966474423161048
