0,1,function_value
1,1,1.0
1,3,1.4312697611759648
1,4,1.6318142725996159
1,7,2.4325389948768175
2,1,1.400478220202905
2,2,1.9641696242037707
2,7,3.2819846226847837
3,1,2.179974411668087
3,2,2.609152852050915
3,3,2.947118825621984
3,4,3.0973763237468064
3,5,3.364268384463701
4,2,3.0629882893716363
4,5,4.097043376871925
5,2,3.9124227334320274
5,3,4.062671876407158
5,4,4.676227288141759
5,5,5.145777392460395
5,6,5.19112363743585
6,2,4.411858960447146
6,3,4.795437504788476
6,4,5.370802608651295
6,5,5.370805372907335
6,6,6.017255274407059
6,7,6.0172567801534536
7,4,5.79510950427622
7,6,6.416492100209857
7,7,6.829174302751186
