0,1,2,function_value
1.0,1.0,1.0,1.8925945971075515
1.0,1.0,2.0,2.822001422082148
1.0,1.0,3.0,3.7801974188499123
1.0,2.0,1.0,2.628748222637405
1.0,2.0,2.0,3.1287733635466646
1.0,2.0,3.0,3.8956431390870914
1.0,3.0,1.0,2.8111689304072858
1.0,3.0,2.0,3.391944052659623
1.0,3.0,3.0,4.28677968659747
1.0,4.0,1.0,2.928694271717163
1.0,4.0,2.0,3.7771536007878908
1.0,4.0,3.0,4.7947776495985925
2.0,1.0,1.0,2.557974508838997
2.0,1.0,2.0,3.4522988769674594
2.0,1.0,3.0,4.574038553364119
2.0,1.0,4.0,5.246295708621614
2.0,2.0,1.0,3.0811857993102647
2.0,2.0,2.0,4.129684111679137
2.0,2.0,3.0,5.10313792507804
2.0,2.0,4.0,6.117203164153216
2.0,3.0,1.0,3.2620296464041765
2.0,3.0,2.0,4.5210645471408375
2.0,3.0,3.0,5.644923608675876
2.0,3.0,4.0,6.337441288171688
2.0,4.0,1.0,3.386836462253286
2.0,4.0,2.0,4.620811257539551
2.0,4.0,3.0,5.644791606070593
2.0,4.0,4.0,6.402289135658546
3.0,1.0,1.0,3.002453600682568
3.0,1.0,2.0,4.228138874606944
3.0,1.0,3.0,5.059575844050493
3.0,1.0,4.0,6.1969622487754705
3.0,2.0,1.0,3.4134397121626177
3.0,2.0,2.0,4.880373175610529
3.0,2.0,3.0,5.849921256270528
3.0,2.0,4.0,6.771299393104631
3.0,3.0,1.0,3.572730176504766
3.0,3.0,2.0,5.237774865185819
3.0,3.0,3.0,6.349513424505332
3.0,3.0,4.0,7.361060760160082
3.0,4.0,1.0,4.1613587048988006
3.0,4.0,2.0,5.530883656558391
3.0,4.0,3.0,6.757439056027792
3.0,4.0,4.0,7.5917047627276855
4.0,1.0,2.0,4.7926350708158445
4.0,1.0,3.0,5.958266393953797
4.0,1.0,4.0,6.884140672147302
4.0,2.0,1.0,3.9495401528248384
4.0,2.0,2.0,5.05519836355639
4.0,2.0,3.0,6.535882726153332
4.0,2.0,4.0,7.334859708714386
4.0,3.0,1.0,4.531182733531571
4.0,3.0,2.0,5.388852922936047
4.0,3.0,3.0,7.006679751035748
4.0,3.0,4.0,7.822707729609454
4.0,4.0,1.0,4.685578179406847
4.0,4.0,2.0,5.666014648083516
4.0,4.0,3.0,7.299245977863398
4.0,4.0,4.0,8.073757840066019
