0,1,function_value
1,1,1.2642878161738351
1,2,1.693033235483129
1,3,2.1435045438993714
1,4,2.46962978031405
1,5,2.836525958942978
1,6,3.163583065698551
1,7,3.624510045868849
2,1,1.8397579655056568
2,2,2.2290615641131537
2,3,2.6197940819961865
2,4,3.008562726491812
2,5,3.3652635293623154
2,6,3.7603366075679
2,7,4.116898234025319
3,1,2.4949507522991183
3,2,2.8089691116129605
3,3,3.1648953904386348
3,4,3.595523086808497
3,5,3.913782341320101
3,6,4.278272164453509
3,7,4.657893134203633
4,1,3.0208294126861257
4,2,3.389847479545793
4,3,3.791151656492282
4,4,4.1283962133476315
4,5,4.508852173234446
4,6,4.885204688896822
4,7,5.297699380803972
5,1,3.5960755729246405
5,2,3.94335966056405
5,3,4.364975983946634
5,4,4.668746669406491
5,5,5.072256325952699
5,6,5.4334917871471395
5,7,5.778484148699289
6,1,4.130018189792415
6,2,4.531312104753371
6,3,4.868571611010469
6,4,5.263854082270605
6,5,5.677693312570511
6,6,5.9891215936301245
6,7,6.322383666144363
7,1,4.6457533212862065
7,2,5.048272339595778
7,3,5.446083562010851
7,4,5.812527615982504
7,5,6.201543694818991
7,6,6.511530977498043
7,7,6.851294478489155
