0,1,function_value
1,1,1.0393976025640166
1,2,1.4806964269051028
1,3,1.9551666278387978
1,4,2.1952057661631392
1,5,2.195205678752998
1,7,2.195208522807432
2,1,1.4329241727449518
2,2,1.9167098373782778
2,3,2.3940888163331913
2,4,2.3940870032256485
2,5,2.9466007803002268
3,1,1.4329238624004963
3,2,2.5054443810845712
3,3,2.9983358574559174
3,4,3.371364626048045
3,5,3.37136068299479
3,6,3.3713595588148424
3,7,4.003001595193234
4,2,3.0404605865007626
4,3,3.4320430000798634
4,4,3.904387594062148
4,5,4.402573628048703
4,6,4.402577591381783
4,7,4.40258041969022
5,1,4.040400140578953
5,2,4.040402336683065
5,3,4.0404049831653674
5,4,4.900117208664775
5,5,4.954910524165654
5,6,5.072899249838043
5,7,5.64477696437968
6,1,4.073088494640571
6,2,4.073089994613157
6,3,4.99934939631426
6,4,5.299137081543671
6,5,5.719470609303169
6,6,5.905615032437935
6,7,6.268720523217311
7,1,5.5984766270619035
7,2,5.598476170466547
7,3,5.997661181124797
7,4,5.997661631238802
7,5,5.997660871127939
7,6,6.545145245935239
7,7,6.703624008951133
