0,1,function_value
1,1,1.0382926600700866
1,2,1.4404780277807452
1,3,1.862002689907584
1,4,2.182013736750236
1,5,2.182013976200795
1,7,2.1820143025561975
2,1,1.4702540346603723
2,2,1.9186831138916478
2,3,2.3840759273056626
2,4,2.384076063297392
2,5,2.870717758449187
3,1,1.7418953306018312
3,2,2.522653568032875
3,3,2.994437860223692
3,4,3.3850718024649455
3,5,3.385071675037961
3,6,3.4002944425267017
3,7,4.002636207338163
4,2,3.1248800546651636
4,3,3.4427148992364778
4,4,3.903573387436707
4,5,4.406174587584514
4,6,4.406169445056637
4,7,4.406164750973835
5,1,4.040252629166335
5,2,4.040251721918652
5,3,4.040250432898359
5,4,4.887247320740472
5,5,4.952940219008678
5,6,5.075983148062897
5,7,5.591703089704048
6,1,4.221221544378825
6,2,4.221221681269204
6,3,5.000449960542032
6,4,5.297575023377064
6,5,5.711602440192212
6,6,5.9033755529448735
6,7,6.25588710538963
7,1,5.498627725796927
7,2,5.498627763521123
7,3,5.994153124305209
7,4,5.994153211689531
7,5,5.99415324171682
7,6,6.543333292862971
7,7,6.705703817760597
