0,1,2,function_value
1,1,1,0.6955697435089396
1,1,2,1.7756624545112911
1,1,3,2.947868683036096
1,1,4,4.142460674486303
1,2,1,1.24345577253311
1,2,2,2.224834266298717
1,2,3,3.4065556623528295
1,2,4,4.60611858449095
1,3,1,1.5578300818381865
1,3,2,2.6517781539724887
1,3,3,3.874594196496796
1,3,4,5.073298974857355
1,4,1,1.9967342743455931
1,4,2,3.16723195382467
1,4,3,4.359774912663263
1,4,4,5.540828404549459
2,1,1,1.4803513171366574
2,1,2,2.4827135931813444
2,1,3,3.7025970465738163
2,1,4,4.933057834070172
2,2,1,1.953204343592988
2,2,2,3.0606415248286254
2,2,3,4.105093634371411
2,2,4,5.387964879055542
2,3,1,2.272669940745537
2,3,2,3.5002183488206295
2,3,3,4.6585495070837055
2,3,4,5.8516029278513875
2,4,1,2.779257734007568
2,4,2,3.931918490903253
2,4,3,5.104866900819908
2,4,4,6.326310170601736
3,1,1,2.1704132935269005
3,1,2,3.287843845119572
3,1,3,4.5222171760964365
3,1,4,5.727410702323897
3,2,1,2.6145639552474
3,2,2,3.8185114749702884
3,2,3,5.064145950308126
3,2,4,6.187310499503097
3,3,1,3.0185628841250427
3,3,2,4.251509531073225
3,3,3,5.7157809786950295
3,3,4,6.707567480942762
3,4,1,3.5567029873189537
3,4,2,4.679066339441525
3,4,3,6.100021747076021
3,4,4,7.125876790658829
4,1,1,2.9698884177362403
4,1,2,4.148017166136141
4,1,3,5.327574725940983
4,1,4,6.5094744623717595
4,2,1,3.433739456497243
4,2,2,4.60605745210932
4,2,3,5.796219279978343
4,2,4,6.985104460266987
4,3,1,3.8884692954576408
4,3,2,5.052517015055131
4,3,3,6.3728957500614785
4,3,4,7.4792644103614885
4,4,1,4.3552979558780756
4,4,2,5.491775067867485
4,4,3,6.820114263678665
4,4,4,7.8619102196611115
