0,1,2,function_value
1,1,1,0.9122106815180763
1,1,2,1.746966525466001
1,1,3,2.205485029146171
1,1,4,3.660464689994787
1,2,1,1.6401169282092962
1,2,2,2.157525317800564
1,2,3,2.88493061694689
1,2,4,3.937114371692785
1,3,1,1.7630145887053583
1,3,2,2.322209943910545
1,3,3,3.239910221181443
1,3,4,4.511230628806443
1,4,1,1.8389320578284047
1,4,2,2.482156923679343
1,4,3,4.065117855524187
1,4,4,5.035338261330142
2,1,1,1.775596849007282
2,1,2,2.374255389750635
2,1,3,3.276970950276998
2,1,4,4.536178876162549
2,2,1,2.071716237339596
2,2,2,3.0654403117008755
2,2,3,3.949758264478242
2,2,4,4.733796411266223
2,3,1,2.148166604122447
2,3,2,3.498771056879264
2,3,3,4.631657742100453
2,3,4,5.352185352237792
2,4,1,2.355153889505484
2,4,2,3.5343966489237952
2,4,3,4.662753675258438
2,4,4,5.731207986226578
3,1,1,1.810276293128528
3,1,2,2.9293803594333006
3,1,3,4.315607487100202
3,1,4,5.54039048756218
3,2,1,2.351001766867836
3,2,2,3.812635686174774
3,2,3,5.098977954807793
3,2,4,6.072156282647476
3,3,1,2.585769826352441
3,3,2,4.240258893487504
3,3,3,5.753922666829412
3,3,4,6.886464735894471
3,4,1,2.619975354897297
3,4,2,4.350945544763812
3,4,3,6.285980297395496
3,4,4,7.11854733370375
4,1,1,2.6050789145848285
4,1,2,3.498339842479726
4,1,3,4.48872315569852
4,1,4,5.540367991389866
4,2,1,2.8879861282857475
4,2,2,4.082730288583881
4,2,3,5.69509236995275
4,2,4,6.964806586128244
4,3,1,3.0078954119634274
4,3,2,4.7107325677969385
4,3,3,6.578396661938693
4,3,4,7.604500985779707
4,4,1,3.252524679679935
4,4,2,4.7578408632661375
4,4,3,7.044084570684909
4,4,4,7.683902924138841
