0,1,2,function_value
1,1,1,0.9200310641455128
1,1,2,1.7515412397377723
1,1,3,1.958790818502195
1,1,4,2.741700027217745
1,2,1,1.6522141674039603
1,2,2,2.1598341197270767
1,2,3,2.827267135447159
1,2,4,2.977067964270868
1,3,1,1.7895152461226147
1,3,2,2.310971489208857
1,3,3,3.136475349604498
1,3,4,3.8196916354369197
1,4,1,1.9461083606708898
1,4,2,2.3109366766614796
1,4,3,3.9666678444190033
1,4,4,3.9666683546201535
2,1,1,1.7884296664152737
2,1,2,2.3744225027136783
2,1,3,3.262256832819358
2,1,4,4.304268090413609
2,2,1,2.075522233431893
2,2,2,3.0658533279431834
2,2,3,3.9495168595725185
2,2,4,4.5690897577361325
2,3,1,2.149428986743893
2,3,2,3.4992276666840065
2,3,3,4.63297499992367
2,3,4,5.29560190326789
2,4,1,2.2891945996413647
2,4,2,3.522450946667723
2,4,3,4.648998365537443
2,4,4,5.5032462599366605
3,1,1,1.788094921302275
3,1,2,2.9229144537056024
3,1,3,4.291317993288441
3,1,4,4.9942384086542875
3,2,1,2.3486624826261107
3,2,2,3.8134858207669704
3,2,3,5.10065801659674
3,2,4,6.091288775253984
3,3,1,2.561770276593425
3,3,2,4.240656081530779
3,3,3,5.754554283379116
3,3,4,6.900778940756581
3,4,1,2.5602087185502502
3,4,2,4.34802212270548
3,4,3,6.291410887635043
3,4,4,7.132873965817936
4,1,1,2.2963420799024985
4,1,2,2.9229194768376754
4,1,3,4.291318438668188
4,1,4,4.9942383940435455
4,2,1,2.3486713762944533
4,2,2,4.009622362192663
4,2,3,5.715803832410595
4,2,4,7.044749277070207
4,3,1,2.6309668358951583
4,3,2,4.706521908695246
4,3,3,6.587214145597981
4,3,4,7.62031826151851
4,4,1,2.6309716250354818
4,4,2,4.717069394316423
4,4,3,7.056222608363934
4,4,4,7.68653849123868
