0,1,2,function_value
1,1,1,0.6509097753461077
1,1,2,1.7772276071447046
1,1,3,2.959685611820612
1,1,4,4.153339968712327
1,2,1,1.1703676018994453
1,2,2,2.238581820495725
1,2,3,3.427732059801698
1,2,4,4.624172532353346
1,3,1,1.5507287076829854
1,3,2,2.689967618567456
1,3,3,3.900814137992762
1,3,4,5.09677765486669
1,4,1,2.008731923607418
1,4,2,3.1901176084363416
1,4,3,4.382768144365687
1,4,4,5.569583706197668
2,1,1,1.438218178882747
2,1,2,2.515594141816859
2,1,3,3.7337497633719496
2,1,4,4.947092404038232
2,2,1,1.9206691093095163
2,2,2,3.059680393253037
2,2,3,4.156582083164523
2,2,4,5.4133714899328895
2,3,1,2.3005228653822147
2,3,2,3.5057533966660652
2,3,3,4.679879572825813
2,3,4,5.883950296384213
2,4,1,2.798323936661512
2,4,2,3.9693015211904608
2,4,3,5.151349661649343
2,4,4,6.360652497040128
3,1,1,2.1754085034040376
3,1,2,3.326294154468464
3,1,3,4.54276662083484
3,1,4,5.742741897539725
3,2,1,2.635345022297006
3,2,2,3.826629018450937
3,2,3,5.058381023632911
3,2,4,6.211050723591189
3,3,1,3.071739290062682
3,3,2,4.264366115539579
3,3,3,5.692292555436979
3,3,4,6.710554501475662
3,4,1,3.5854079315717535
3,4,2,4.735964427778425
3,4,3,6.064760894323821
3,4,4,7.1567442723138885
4,1,1,2.973692258641735
4,1,2,4.158997543201244
4,1,3,5.345021421134939
4,1,4,6.532249587162587
4,2,1,3.444624634694929
4,2,2,4.626822260890341
4,2,3,5.817701283679338
4,2,4,7.008826955441937
4,3,1,3.910880697271557
4,3,2,5.087626419306839
4,3,3,6.351199607886629
4,3,4,7.493694765874545
4,4,1,4.383347536087281
4,4,2,5.545834092824467
4,4,3,6.810375885227221
4,4,4,7.916923927031006
