0,1,2,function_value
1,1,1,0.7468788948745948
1,1,2,1.770844172563997
1,1,3,2.931365525999824
1,1,4,4.137868270262934
1,2,1,1.333765115177955
1,2,2,2.2058302300983654
1,2,3,3.376324044304872
1,2,4,4.59112241242674
1,3,1,1.5654089551468522
1,3,2,2.5939526871516168
1,3,3,3.8380589507372447
1,3,4,5.0514045895548465
1,4,1,1.970940367657416
1,4,2,3.1303694091222303
1,4,3,4.332519340356887
1,4,4,5.512284315526598
2,1,1,1.533998329450303
2,1,2,2.446832505555556
2,1,3,3.6562455646468317
2,1,4,4.924245150163398
2,2,1,1.985659800416769
2,2,2,3.0615771844418744
2,2,3,4.053031647146499
2,2,4,5.360760008410463
2,3,1,2.2332573260265995
2,3,2,3.497191483394376
2,3,3,4.642758586281047
2,3,4,5.8151548622357465
2,4,1,2.742111969336439
2,4,2,3.8744610273295415
2,4,3,5.0406357841943334
2,4,4,6.288963641327575
3,1,1,2.15159836261806
3,1,2,3.2278171826246633
3,1,3,4.495520577195887
3,1,4,5.71806572150214
3,2,1,2.574289134419207
3,2,2,3.812953282361242
3,2,3,5.073428935511361
3,2,4,6.166155163268558
3,3,1,2.934457886418543
3,3,2,4.2437780416093815
3,3,3,5.731765247809096
3,3,4,6.722505772968238
3,4,1,3.5027855986910885
3,4,2,4.601392465734508
3,4,3,6.146770547965806
3,4,4,7.100209503492278
4,1,1,2.954772234919732
4,1,2,4.128921387446536
4,1,3,5.305822313642187
4,1,4,6.487323064108052
4,2,1,3.4084517288872744
4,2,2,4.572153966767603
4,2,3,5.771876072215674
4,2,4,6.965397219404815
4,3,1,3.8446506192294874
4,3,2,4.999384920096873
4,3,3,6.410778587472307
4,3,4,7.478772909979823
4,4,1,4.303912688831094
4,4,2,5.406732746280207
4,4,3,6.848204532084971
4,4,4,7.804548902640888
