0,1,2,function_value
1.0,1.0,1.0,1.0
1.0,2.0,1.0,1.0000162119102283
1.0,2.0,2.0,1.3999999565835035
2.0,1.0,1.0,1.0000000267325098
2.0,1.0,2.0,1.2285714286493485
2.0,2.0,1.0,1.1923076881470718
2.0,2.0,2.0,2.8682461716272982
2.0,2.0,3.0,4.272727272755706
2.0,3.0,2.0,3.2180232558140602
2.0,3.0,3.0,4.849315068494085
3.0,2.0,2.0,4.140186915890648
3.0,2.0,3.0,5.10800000000114
3.0,2.0,4.0,6.000000001487206
3.0,3.0,2.0,4.849450549450529
3.0,3.0,3.0,5.713799673380225
3.0,3.0,4.0,7.249999999999202
3.0,4.0,3.0,7.846153846095509
3.0,4.0,4.0,7.999999999826787
4.0,3.0,3.0,7.846153846153714
4.0,3.0,4.0,8.005270092226462
4.0,4.0,3.0,7.999999999994273
4.0,4.0,4.0,8.253333333329719
