0,1,2,function_value
1,1,1,1.4244945803205653
1,1,2,2.4584988430835164
1,1,3,3.487552531926341
1,1,4,4.541347024415156
1,2,1,1.9586604220941368
1,2,2,2.9286128988545896
1,2,3,3.961815642788757
1,2,4,5.0231949515359275
1,3,1,2.352577775668728
1,3,2,3.407359425651649
1,3,3,4.442391505549021
1,4,1,2.8131108312694315
1,4,2,3.8744546827242146
1,4,3,4.924316005222961
2,1,1,2.259574058922337
2,1,2,3.2673675227823544
2,1,3,4.320006783388889
2,1,4,5.364130861506762
2,2,1,2.715553240852482
2,2,2,3.3861868866310614
2,2,3,4.853140592793191
2,2,4,5.852051451148678
2,3,1,3.1869223316776054
2,3,2,4.151803415957815
2,3,3,5.320256774262545
2,3,4,6.327381089871253
2,4,1,3.639142753960609
2,4,2,4.677611403061538
2,4,3,5.757595975941182
2,4,4,6.80823978209066
3,1,1,3.015756440506595
3,1,2,4.081927584044574
3,1,3,5.139308189494253
3,1,4,6.186520974324612
3,2,1,3.485240466721756
3,2,2,4.552131919530269
3,2,3,5.490420851206894
3,2,4,6.664131361545645
3,3,1,3.9222368138734356
3,3,2,5.04694323758913
3,3,3,5.925143424369562
3,3,4,7.202267611510453
3,4,1,4.45428714310301
3,4,2,5.483233967424657
3,4,3,6.67644522486189
3,4,4,7.641376709230688
4,1,2,4.904330979695049
4,1,3,5.949939532971085
4,1,4,7.013581967561368
4,2,1,4.325842325206985
4,2,2,5.386162275498241
4,2,3,6.442760721919873
4,2,4,7.4941745260404105
4,3,1,4.799338187023351
4,3,2,5.833407881663215
4,3,3,7.219911936779985
4,3,4,7.976255033015781
4,4,1,5.2841571469371775
4,4,2,6.312462808236341
4,4,3,7.488520912901182
4,4,4,8.364702058755373
