0,1,2,function_value
1.0,1.0,1.0,1.0
1.0,2.0,1.0,1.0
1.0,2.0,2.0,1.2292791698430412
2.0,1.0,1.0,1.4298904194094701
2.0,1.0,2.0,2.2384069859439486
2.0,2.0,1.0,1.9777051010451696
2.0,2.0,2.0,2.823364721205834
2.0,2.0,3.0,3.617511982459747
2.0,3.0,2.0,3.3380251185254717
2.0,3.0,3.0,4.173473448692477
3.0,2.0,2.0,4.348595335249634
3.0,2.0,3.0,5.1679931160268335
3.0,2.0,4.0,5.994015287041644
3.0,3.0,2.0,4.911401552200291
3.0,3.0,3.0,5.723287395325537
3.0,3.0,4.0,6.556898901195879
3.0,4.0,3.0,6.294557559379572
3.0,4.0,4.0,7.102856055759948
4.0,3.0,3.0,7.356356574225328
4.0,3.0,4.0,8.104261471292379
4.0,4.0,3.0,7.863120481833197
4.0,4.0,4.0,8.641483904925872
