0,1,2,function_value
1.0,1.0,1.0,1.0
1.0,2.0,1.0,1.0
1.0,2.0,2.0,1.6128025045332683
2.0,1.0,1.0,1.0
2.0,1.0,2.0,1.338081336322455
2.0,2.0,1.0,1.258600215046822
2.0,2.0,2.0,2.86829237528696
2.0,2.0,3.0,4.241398371883112
2.0,3.0,2.0,3.2230581260208377
2.0,3.0,3.0,4.850307254154803
3.0,2.0,2.0,4.138631151411311
3.0,2.0,3.0,5.107746080153273
3.0,2.0,4.0,6.0942545994676385
3.0,3.0,2.0,4.849841737238153
3.0,3.0,3.0,5.714002980550278
3.0,3.0,4.0,7.234220629117483
3.0,4.0,3.0,7.666044749508682
3.0,4.0,4.0,7.973358401861149
4.0,3.0,3.0,7.839256563662811
4.0,3.0,4.0,8.006197002333952
4.0,4.0,3.0,7.999591702758495
4.0,4.0,4.0,8.263524359578419
