0,1,2,function_value
1.0,1.0,1.0,1.5368919659393465
1.0,1.0,2.0,2.241860123374964
1.0,1.0,3.0,2.94608261103781
1.0,1.0,4.0,3.651704096410899
1.0,2.0,1.0,2.261954391894472
1.0,2.0,2.0,2.961834064828196
1.0,2.0,3.0,3.674516706100745
1.0,3.0,1.0,2.9862290913464666
1.0,3.0,2.0,3.7005040433642162
1.0,3.0,3.0,4.390076184485541
1.0,3.0,4.0,5.1032914234845554
1.0,4.0,3.0,5.127840511212259
2.0,1.0,1.0,2.3317385220967095
2.0,1.0,2.0,3.041121459713916
2.0,1.0,3.0,3.736714137759617
2.0,2.0,1.0,3.050564085696682
2.0,2.0,2.0,3.736222475565497
2.0,2.0,3.0,4.429638532452213
2.0,2.0,4.0,5.1603621222328515
2.0,3.0,1.0,3.7721651872580026
2.0,3.0,2.0,4.489415894764133
2.0,3.0,3.0,5.1465747309473135
2.0,3.0,4.0,5.89191975300192
2.0,4.0,2.0,5.204451714328858
2.0,4.0,3.0,5.908983136176123
2.0,4.0,4.0,6.608798390867521
3.0,1.0,1.0,3.0986420354191604
3.0,1.0,2.0,3.823209078157929
3.0,1.0,3.0,4.526898752690339
3.0,1.0,4.0,5.231072080010922
3.0,2.0,1.0,3.8088868895516605
3.0,2.0,2.0,4.5376725152775474
3.0,2.0,3.0,5.318500630053439
3.0,2.0,4.0,5.951660301264551
3.0,3.0,1.0,4.570162105834038
3.0,3.0,2.0,5.335002004467533
3.0,3.0,3.0,6.086819108039501
3.0,3.0,4.0,6.690529550993182
3.0,4.0,1.0,5.286769776552425
3.0,4.0,2.0,6.002474160578184
3.0,4.0,3.0,6.722068295095801
3.0,4.0,4.0,7.368195581585898
4.0,1.0,1.0,3.8890587413280353
4.0,1.0,2.0,4.597319991113415
4.0,1.0,3.0,5.321234622045098
4.0,1.0,4.0,6.017935512234213
4.0,2.0,1.0,4.608089830411269
4.0,2.0,2.0,5.285283756606936
4.0,2.0,3.0,6.0320244074743865
4.0,2.0,4.0,6.7570397576267105
4.0,3.0,1.0,5.348803613419956
4.0,3.0,2.0,6.0391190268592165
4.0,3.0,3.0,6.8362469132933965
4.0,3.0,4.0,7.475996582470616
4.0,4.0,1.0,6.0809668719560905
4.0,4.0,2.0,6.77588382369208
4.0,4.0,3.0,7.497665120518193
4.0,4.0,4.0,8.114634264334667
