number,mean_noise
0,0.8681803068781188
1,0.8661758641011355
2,0.8471620188240232
3,0.9013790578327137
4,0.8727251446435006
5,0.8218474597183555
6,0.8258908678914959
7,0.8251936500907965
8,0.8757895522816707
9,0.8474695793225148
10,0.8034341849355975
11,0.8767147942318725
12,0.8292643240042851
13,0.8474208973663081
14,0.8522393688446236
15,0.8409575885843436
16,0.8464971764731475
17,0.8952947226350396
18,0.8946339466817725
19,0.8252460447655079
20,0.8155941348339963
21,0.8160486607805663
22,0.90307514249583
23,0.8609899022892575
24,0.8631057027784997
25,0.8147198240774045
26,0.8338132628919969
27,0.8106184902146554
28,0.9059094388049728
29,0.849890926175094
30,0.8479834462315516
31,0.797682085142571
32,0.8616064254410556
33,0.8689107693366557
34,0.9286670468379703
35,0.8576086359529261
36,0.8563138652779662
37,0.8585700133228749
38,0.8528996453000325
39,0.8620786533352486
40,0.8925815221697231
41,0.8622725274620614
42,0.9332132043913345
43,0.8862529644235702
44,0.8299106028228116
45,0.7907970248877354
46,0.8208867150195647
47,0.9062069034020476
48,0.867740383295086
49,0.8194846483099609
50,0.9148620389036298
51,0.8418368337445994
52,0.8217342446399516
53,0.8416737495615688
54,0.8912766259435683
55,0.8538491771714991
56,0.8499921584873581
57,0.8504825236467518
58,0.876213381664361
59,0.770812426473862
60,0.8052321142125933
61,0.8756665874908653
62,0.8475900022677285
63,0.848394778398249
64,0.8517375603185197
65,0.79986602784656
66,0.8564128968028375
67,0.8100332425344623
68,0.8484600776399539
69,0.803616301719895
70,0.8412220383909833
71,0.8797474066186648
72,0.9003504041913568
73,0.7996953773206366
74,0.9020874103756055
75,0.8655728842525379
76,0.8833206131128534
77,0.8522047671463076
78,0.8495959138108149
79,0.8508382455152768
80,0.8390662153330203
81,0.867037162041592
82,0.8932624194335711
83,0.8349419029748472
84,0.9033762730085727
85,0.8516845110965433
86,0.8556367950225187
87,0.8736030117466244
88,0.8456129947195984
89,0.8362924921754136
90,0.845457198958117
91,0.848742425957273
92,0.8188519459563286
93,0.8462616432627581
94,0.809854599292116
95,0.8107802939097709
96,0.8629545812513877
97,0.807308166405039
98,0.8138383582105512
99,0.8599763608630667
100,0.9067854683568204
101,0.8937093726392996
102,0.8017510242632053
103,0.7841476576249778
104,0.8521356979722519
105,0.8492108930502688
106,0.8873624029438049
107,0.8302350799787539
108,0.8652884572364259
109,0.9898011574038712
110,0.8114044983878801
111,0.8127517100257236
112,0.8707903109746491
113,0.8381492577314591
114,0.8788255441138755
115,0.8862095030081342
116,0.8781412674136575
117,0.8394872065173361
118,0.9630061818145415
119,0.8168742058309704
120,0.8786141896292603
121,0.8035504140214095
122,0.8411827542304939
123,0.803131214441379
124,0.9072406978267855
125,0.8483581220004985
126,0.8092848175995027
127,0.8438148873730166
128,0.8645696846716205
129,0.8412190272361549
130,0.893831788471546
131,0.8860817000102458
132,0.8858179032278481
133,0.8390893542294874
134,0.7527567639062929
135,0.9243854523730937
136,0.9443211964128868
137,0.8250587080006799
138,0.8200839020379399
139,0.8507155146768046
140,0.8686835372271166
141,0.8368573631087695
142,0.8720944375229347
143,0.9044937518453515
144,0.8403822304223738
145,0.8391594757406771
146,0.9065530434761543
147,0.8157764633928576
148,0.9094441164474455
149,0.9028341623353543
150,0.8537249109483773
151,0.8355062959254299
152,0.8210952361820826
153,0.8626057029173801
154,0.8227873041196265
155,0.9165020287780843
156,0.8501146242682491
157,0.8724519187992519
158,0.9086908891669065
159,0.9425854385368919
160,0.8816581560987319
161,0.8373219704218134
162,0.8169564654848609
163,0.910676578987254
164,0.7479026520835099
165,0.7580996286720231
166,0.8446002651300554
167,0.8462402564262631
168,0.8841253461961148
169,0.8065739508566981
170,0.829539923528047
171,0.8717295329818912
172,0.8964354870139756
173,0.855332708452
174,0.8767893126506219
175,0.8229842427372459
176,0.8951099747781054
177,0.8560753876980052
178,0.840833753462743
179,0.7963722349272488
180,0.8706765922642202
181,0.8463937769803346
182,0.8007483205339031
183,0.9338830894269043
184,0.81978022053252
185,0.8249482840984872
186,0.8363106927872971
187,0.8793004112256394
188,0.8335751917833071
189,0.9062979685422584
190,0.8461062017170214
191,0.8148545985909439
192,0.8696429879675066
193,0.8694655135202728
194,0.8276974910558405
195,0.7837995667024029
196,0.8914619159152632
197,0.8730448861264836
198,0.8837450497600222
199,0.8500340392654607
200,0.8334233276971161
201,0.8499645831384701
202,0.9052820457331644
203,0.8821952801780506
204,0.8479719141773963
205,0.8104163967707678
206,0.8137706498317232
207,0.8999093357957946
208,0.8706563308052685
209,0.7758419236715103
210,0.876794374944064
211,0.8442491187064168
212,0.8683794667648735
213,0.8392623578863795
214,0.845228537203838
215,0.851865093525217
216,0.9776899268098734
217,0.9217975229170389
218,0.8380590694426241
219,0.9120653553010855
220,0.8712457682631777
221,0.8282978419228672
