number,mean_noise
0,0.5728205613444664
1,0.6425062744072938
2,0.629576659210753
3,0.5877666685093439
4,0.7093394958520208
5,0.6297441662738776
6,0.5626295817939604
7,0.6165618122040403
8,0.5558537401277189
9,0.5965976253375135
10,0.697614350589539
11,0.6386896537084273
12,0.6861194784757831
13,0.7724555480609588
14,0.6866593708325538
15,0.6102428865403717
16,0.6101165068612587
17,0.7654737517463316
18,0.6710369927030914
19,0.7256845835385428
20,0.5691163663657858
21,0.7277025158643542
22,0.71840119477377
23,0.6175315584026269
24,0.6587942521566049
25,0.6983398291682051
26,0.5995800147571613
27,0.6335138244697369
28,0.6775451704989641
29,0.6203585079095443
30,0.7759421722373618
31,0.6826902793271566
32,0.7276426395150465
33,0.6061068025152907
34,0.5953185680998677
35,0.5976097167988226
36,0.5802127048586825
37,0.6764206967852017
38,0.6321322258488293
39,0.6969852399171853
40,0.6832947292735744
41,0.6099113831736009
42,0.6510650050815189
43,0.674787398688133
44,0.5959248709648335
45,0.6707509373912083
46,0.6814260389128437
47,0.7693471312520633
48,0.6045814025456899
49,0.5889656423427354
50,0.5343050841137914
51,0.7302258782245936
52,0.5981704008153378
53,0.6928094445570543
54,0.5390448451278916
55,0.6764667758550053
56,0.6699913290446621
57,0.72900568882204
58,0.7375564558210151
59,0.5986466242256728
60,0.5778079571725568
61,0.7172703324485897
62,0.6344643951562534
63,0.6926120328203926
64,0.49383201969467766
65,0.6661575918137376
66,0.5763222131458324
67,0.5696494039901541
68,0.6790107629195247
69,0.6552547447862641
70,0.7467740427036814
71,0.7576852626161718
72,0.6236636061240837
73,0.6942794926110157
74,0.6452490801910191
75,0.5915519268257783
76,0.5996187472854747
77,0.6725874637841555
78,0.6417455307992171
79,0.6751067257667309
80,0.6783137880445326
81,0.6685344215636361
82,0.6519965714500733
83,0.6760584432062966
84,0.7589595757765919
85,0.6337129035877226
86,0.5878325627314361
87,0.6906300252590594
88,0.602017581368716
89,0.657013088026122
90,0.6335946279123597
91,0.5920052570922218
92,0.574885482736335
93,0.6533563271909333
94,0.6097076922486382
95,0.6070147476634616
96,0.6830050072122086
97,0.5392870369681176
98,0.6892068658262014
99,0.7536160076805043
100,0.5631274567850219
101,0.6288642838424195
102,0.7510872464256841
103,0.6818939210979318
104,0.6246978637440109
105,0.6575694705977616
106,0.6554786509790779
107,0.7023839325035512
108,0.7358033337142785
109,0.5405447290893236
110,0.6862999755288584
111,0.6271928337828918
112,0.5492755652033005
113,0.5468412704909439
114,0.6106975389314241
115,0.6529947127988606
116,0.5513911645031743
117,0.7027285467078117
118,0.5846816279494271
119,0.5779999057759633
120,0.8132709709037349
121,0.6017360006425403
122,0.7131307265351645
123,0.6561230357256426
124,0.7350272854331191
125,0.6432267416141665
126,0.7623788894536435
127,0.6976152567382164
128,0.5954985690296561
129,0.6374906163796086
130,0.5822140398763
131,0.5946184845705109
132,0.5924534948318526
133,0.6361970094579008
134,0.6737584539834637
135,0.8062906786386158
136,0.6236553598132819
137,0.5869384381760253
138,0.5603413647919661
139,0.5696424691286334
140,0.7623264338831487
141,0.605700402162151
142,0.7261447012894349
143,0.646040015785995
144,0.6099652495481535
145,0.7154339578565532
146,0.7019485712531114
147,0.6462695911037596
148,0.5622134987405639
149,0.7438270688644448
150,0.6658630400377501
151,0.7210088380459525
152,0.6628304831846703
153,0.775194922912271
154,0.6463314301595385
155,0.7037243376515615
156,0.5211421947092876
157,0.6192737501771564
158,0.5903631743424647
159,0.5810029819523691
160,0.63745372549477
161,0.5285194242105499
162,0.6848495046580914
163,0.709895842288245
164,0.5918540636684532
165,0.7798616880758162
166,0.5513282819260423
167,0.6117852383793738
168,0.7366943252776056
169,0.6121288310797031
170,0.7194194918832331
171,0.6721801530596205
172,0.6215755000950015
173,0.6464788247224501
174,0.7493697634139082
175,0.6191980935963549
176,0.6134996484549871
177,0.5710571706751025
178,0.6372645465653342
179,0.7190738529112981
180,0.5908179034239966
181,0.6133442629960931
182,0.5223377086446721
183,0.6155199216443519
184,0.6741845073269708
185,0.6836750080788631
186,0.7636481041092871
187,0.6719026429192096
188,0.6574745248853223
189,0.736238480541132
190,0.6312962125415474
191,0.701681081535164
192,0.5811567176134458
193,0.6267729293111968
194,0.7027169056286123
195,0.8124175853560454
196,0.6872006740410181
197,0.5970297079979591
198,0.6230309392385825
199,0.6682888418266536
200,0.6123250954945999
201,0.6416228025729487
202,0.6153262397295216
203,0.5544752615481817
204,0.6584597290191526
205,0.6326754907730138
206,0.5870638178061632
207,0.7248167361758364
208,0.6278830490661411
209,0.743266635539824
210,0.5453958083919134
211,0.5667641313107138
212,0.6647536813003022
213,0.5811457591173685
