0,1,2,function_value
1.0,1.0,1.0,1.8118279569824425
1.0,1.0,2.0,2.8429752066082337
1.0,1.0,3.0,3.5000000000800267
1.0,2.0,1.0,2.574074074066872
1.0,2.0,2.0,3.088235294112548
1.0,2.0,3.0,3.7037037032480904
1.0,2.0,4.0,3.7037037042535
1.0,3.0,1.0,2.6538461537994484
1.0,3.0,2.0,3.5316455696041094
1.0,3.0,3.0,3.8888888888224336
1.0,4.0,1.0,3.000000008987899
1.0,4.0,2.0,3.8999999996604773
1.0,4.0,3.0,3.8999999997028594
2.0,1.0,1.0,2.652439024390267
2.0,1.0,2.0,3.367864693447562
2.0,1.0,3.0,4.174603174637588
2.0,1.0,4.0,4.999999987954295
2.0,2.0,1.0,3.035087719296916
2.0,2.0,2.0,4.071038251366273
2.0,2.0,3.0,5.065395095339609
2.0,2.0,4.0,6.558139757938239
2.0,3.0,1.0,3.1871657755284746
2.0,3.0,2.0,4.458113649677848
2.0,3.0,3.0,5.493013972001534
2.0,3.0,4.0,6.558140072406447
2.0,4.0,1.0,3.4931498466488393
2.0,4.0,2.0,4.603448276342901
2.0,4.0,3.0,6.000000000021099
2.0,4.0,4.0,6.999999953760216
3.0,1.0,1.0,2.78571428578777
3.0,1.0,2.0,4.318965517255247
3.0,1.0,3.0,5.365384615498669
3.0,1.0,4.0,5.8333333358929345
3.0,2.0,1.0,3.2261904764028984
3.0,2.0,2.0,4.793915603551707
3.0,2.0,3.0,5.888757396464889
3.0,2.0,4.0,6.558139331633216
3.0,3.0,1.0,3.4931507930240984
3.0,3.0,2.0,5.128872923212884
3.0,3.0,3.0,6.373382624746238
3.0,3.0,4.0,7.150686461245424
3.0,4.0,1.0,3.4931501303231696
3.0,4.0,2.0,5.400000000102391
3.0,4.0,3.0,6.768224298753881
3.0,4.0,4.0,7.150694406052901
4.0,1.0,2.0,4.5000000054151466
4.0,1.0,3.0,5.365384615519089
4.0,1.0,4.0,6.0000002335268245
4.0,2.0,1.0,3.226190475046019
4.0,2.0,2.0,5.449999750272332
4.0,2.0,3.0,6.500000007365979
4.0,2.0,4.0,7.150653692098985
4.0,3.0,1.0,4.000000002349916
4.0,3.0,2.0,5.450000043214932
4.0,3.0,3.0,7.081272085191276
4.0,3.0,4.0,7.150659135728225
4.0,4.0,1.0,4.000000001742469
4.0,4.0,2.0,5.721311473646805
4.0,4.0,3.0,7.1507383841008245
4.0,4.0,4.0,7.150692374888905
