0,1,2,function_value
1.0,1.0,1.0,1.817283796959455
1.0,1.0,2.0,2.850959796822639
1.0,1.0,3.0,3.855836091295841
1.0,2.0,1.0,2.5485187540756913
1.0,2.0,2.0,3.104680761184612
1.0,2.0,3.0,3.9579750060382946
1.0,2.0,4.0,5.200503717539398
1.0,3.0,1.0,2.638153121603309
1.0,3.0,2.0,3.5481288295173488
1.0,3.0,3.0,4.3938993300729345
1.0,4.0,1.0,2.9570202704349584
1.0,4.0,2.0,3.9848979526070476
1.0,4.0,3.0,4.742460691602063
2.0,1.0,1.0,2.638827888477739
2.0,1.0,2.0,3.3740933685439893
2.0,1.0,3.0,4.261317757403786
2.0,1.0,4.0,5.571538309995361
2.0,2.0,1.0,3.027023273481466
2.0,2.0,2.0,4.069566721208137
2.0,2.0,3.0,5.0592887148595285
2.0,2.0,4.0,6.338847633217684
2.0,3.0,1.0,3.190640951743519
2.0,3.0,2.0,4.456087432724976
2.0,3.0,3.0,5.486139577546302
2.0,3.0,4.0,6.338842044719017
2.0,4.0,1.0,3.5817281374408267
2.0,4.0,2.0,4.606548473970526
2.0,4.0,3.0,5.926113566364341
2.0,4.0,4.0,6.711551606577103
3.0,1.0,1.0,2.9868101460059187
3.0,1.0,2.0,4.30053229624356
3.0,1.0,3.0,5.330716195481667
3.0,1.0,4.0,6.136491479898367
3.0,2.0,1.0,3.297052077262073
3.0,2.0,2.0,4.789567844346848
3.0,2.0,3.0,5.882233710249363
3.0,2.0,4.0,6.493946441166184
3.0,3.0,1.0,3.541219539427016
3.0,3.0,2.0,5.127046309817771
3.0,3.0,3.0,6.370979751919815
3.0,3.0,4.0,7.167967773696183
3.0,4.0,1.0,3.8695599890540544
3.0,4.0,2.0,5.387590463611076
3.0,4.0,3.0,6.752868951219145
3.0,4.0,4.0,7.166670747446287
4.0,1.0,2.0,4.756175119689253
4.0,1.0,3.0,5.734865950771929
4.0,1.0,4.0,6.8291717951940365
4.0,2.0,1.0,3.972212285942956
4.0,2.0,2.0,5.373585589977104
4.0,2.0,3.0,6.399254408587146
4.0,2.0,4.0,7.167834345165811
4.0,3.0,1.0,4.453545215951338
4.0,3.0,2.0,5.436182728339478
4.0,3.0,3.0,7.050998031426988
4.0,3.0,4.0,7.167852042584224
4.0,4.0,1.0,4.683929286811219
4.0,4.0,2.0,5.758755514075758
4.0,4.0,3.0,7.167479801167273
4.0,4.0,4.0,7.167519345696302
