0,1,2,function_value
1,1,1,1.8120469436639504
1,1,2,2.9252172749144973
1,1,3,4.048580616052534
1,2,1,2.24359202857032
1,2,2,3.33825550934289
1,2,3,4.459878857357499
1,2,4,5.581625217101086
1,3,1,2.6418674984833084
1,3,2,3.75653847095442
1,3,3,4.875104622044443
1,4,1,3.0546760815596032
1,4,2,4.172758012594264
1,4,3,5.290401015373829
2,1,1,2.4971534615334687
2,1,2,3.591099332918914
2,1,3,4.719632824236475
2,1,4,5.843820467701618
2,2,1,2.915061619970307
2,2,2,4.036690919183188
2,2,3,5.135092533686352
2,2,4,6.259317751119846
2,3,1,3.3132472487992244
2,3,2,4.444849055802068
2,3,3,5.552590228302117
2,3,4,6.672273813842679
2,4,1,3.7318134784553503
2,4,2,4.843315948934495
2,4,3,5.967544607656647
2,4,4,7.086590855496529
3,1,1,3.16439918370428
3,1,2,4.284949328970733
3,1,3,5.4028111607400255
3,1,4,6.5207504788909105
3,2,1,3.572626718179497
3,2,2,4.709605978438561
3,2,3,5.828878406943723
3,2,4,6.929400117739809
3,3,1,3.9760098785932527
3,3,2,5.116510837728921
3,3,3,6.281546452968393
3,3,4,7.354123540578691
3,4,1,4.405661096244823
3,4,2,5.520981631637158
3,4,3,6.660797876541254
3,4,4,7.761362320566219
4,1,2,4.960727101050396
4,1,3,6.077268506827883
4,1,4,7.197284019139281
4,2,1,4.256673115585402
4,2,2,5.37639385143913
4,2,3,6.493293772984563
4,2,4,7.61039179518446
4,3,1,4.670282273809972
4,3,2,5.783815023397483
4,3,3,6.914374322513962
4,3,4,8.018168181429543
4,4,1,5.084477860095887
4,4,2,6.199914030723534
4,4,3,7.317441155629345
4,4,4,8.422310966082033
