0,1,2,function_value
1,1,1,1.7719298276795743
1,1,2,2.7089552237825543
1,1,3,3.0000000007574648
1,2,1,2.5781990512524495
1,2,2,3.0895522414167167
1,2,3,3.42105278560051
1,2,4,3.4210521986927795
1,3,1,2.612904199930387
1,3,2,3.5374795758906634
1,3,3,3.999975159556881
1,4,1,2.612877579838992
1,4,2,3.537893949695459
1,4,3,4.000104548721488
2,1,1,2.691264411805491
2,1,2,3.4218750014358785
2,1,3,4.325000409730161
2,1,4,4.324984530271048
2,2,1,3.05352112802404
2,2,2,4.06773879138006
2,2,3,5.070844695528638
2,2,4,6.340282426577704
2,3,1,3.208737816354794
2,3,2,4.463390215170555
2,3,3,5.536170211391185
2,3,4,6.500000145241015
2,4,1,3.359800006428548
2,4,2,4.462184987656836
2,4,3,5.898305066885306
2,4,4,6.999999973652856
3,1,1,2.6923486205437537
3,1,2,4.295081910983374
3,1,3,5.267863668882502
3,1,4,5.9999999651810985
3,2,1,3.1999998369257754
3,2,2,4.757515021765274
3,2,3,5.892944038446719
3,2,4,6.340454753371138
3,3,1,3.357409940112866
3,3,2,5.1243689775844885
3,3,3,6.351147437840602
3,3,4,7.477777770636218
3,4,1,3.3590119593042185
3,4,2,5.388601001232555
3,4,3,6.794007489996817
3,4,4,7.670588231210621
4,1,2,4.3333315007553415
4,1,3,5.267739039154921
4,1,4,6.000003056603038
4,2,1,3.2000007037388456
4,2,2,5.507013758982224
4,2,3,6.486486339402899
4,2,4,7.266666652679239
4,3,1,3.6666674156207755
4,3,2,5.505857241409452
4,3,3,7.020066893805451
4,3,4,7.850515464029039
4,4,1,3.9999958469055747
4,4,2,5.967741952356253
4,4,3,7.259259258633255
4,4,4,8.094420600339674
