0,1,2,function_value
1,1,1,1.7687173741009725
1,1,2,2.7071103451810923
1,1,3,3.178522308309248
1,2,1,2.5716003765783366
1,2,2,3.088265290025675
1,2,3,3.513667877460799
1,2,4,4.482309989795785
1,3,1,2.6091092140225127
1,3,2,3.54239123188607
1,3,3,4.12180418863059
1,4,1,2.6091099017160038
1,4,2,3.5423911240618398
1,4,3,4.121804562906573
2,1,1,2.688913967968369
2,1,2,3.4213564873298945
2,1,3,4.334921168053196
2,1,4,4.765513633930993
2,2,1,3.051080257711275
2,2,2,4.067381122734307
2,2,3,5.069291434487652
2,2,4,6.332347765054021
2,3,1,3.207270942478995
2,3,2,4.463086378156593
2,3,3,5.534726191452283
2,3,4,6.464268820117788
2,4,1,3.37713015613196
2,4,2,4.46289685589301
2,4,3,5.889059212955373
2,4,4,6.899787049914273
3,1,1,2.68891364548255
3,1,2,4.290536570661892
3,1,3,5.282686253019969
3,1,4,6.079945557950496
3,2,1,3.2060166701770503
3,2,2,4.756848605382426
3,2,3,5.891981609312135
3,2,4,6.332347600684623
3,3,1,3.377019687514294
3,3,2,5.124111931739766
3,3,3,6.350869061864054
3,3,4,7.472323488278269
3,4,1,3.377130426276
3,4,2,5.387415432537474
3,4,3,6.792243818467196
3,4,4,7.664749394890793
4,1,2,4.511374331733792
4,1,3,5.282685964226877
4,1,4,6.62435324483921
4,2,1,3.7503175832152276
4,2,2,5.499748785186907
4,2,3,6.473324932660701
4,2,4,7.274281453209894
4,3,1,4.021481049200223
4,3,2,5.49974901107981
4,3,3,7.017501742233263
4,3,4,7.849314808472543
4,4,1,4.482598206183696
4,4,2,5.968949284777172
4,4,3,7.257959478087829
4,4,4,8.095006978504985
