0,1,2,function_value
1,1,1,1.7700983209158574
1,1,2,2.707680820822977
1,1,3,3.0950535116635938
1,2,1,2.574773678809788
1,2,2,3.0886617770543316
1,2,3,3.478818868427234
1,2,4,4.102600076461521
1,3,1,2.6108693841830766
1,3,2,3.539721657719847
1,3,3,4.0647761007177445
1,4,1,2.6108698133257655
1,4,2,3.539722248282371
1,4,3,4.064776503514759
2,1,1,2.689670692807041
2,1,2,3.421511699332666
2,1,3,4.33343054860663
2,1,4,4.4964142265695175
2,2,1,3.0522322546209284
2,2,2,4.067544001687927
2,2,3,5.069951427251893
2,2,4,6.334109359386426
2,3,1,3.207956297757821
2,3,2,4.46319952371854
2,3,3,5.535386656246542
2,3,4,6.47697830284418
2,4,1,3.3675153759181238
2,4,2,4.463199276275303
2,4,3,5.893359515025362
2,4,4,6.934489882825816
3,1,1,2.6896698743356
3,1,2,4.29241268499425
3,1,3,5.273630146827755
3,1,4,6.034617651835184
3,2,1,3.203853121140341
3,2,2,4.75714896057052
3,2,3,5.892411177261938
3,2,4,6.334111333258078
3,3,1,3.367535026932178
3,3,2,5.124231864668994
3,3,3,6.35099936896675
3,3,4,7.474826444564576
3,4,1,3.3675226605936768
3,4,2,5.387980519575624
3,4,3,6.793097266865337
3,4,4,7.667355988036599
4,1,2,4.434735661930594
4,1,3,5.273630655301645
4,1,4,6.4435835021146
4,2,1,3.559710469451056
4,2,2,5.502211439740022
4,2,3,6.4786179641710735
4,2,4,7.267536063361032
4,3,1,3.8890984861180997
4,3,2,5.502208946364215
4,3,3,7.018686329784093
4,3,4,7.849719403198326
4,4,1,4.3279099168465915
4,4,2,5.968282927903529
4,4,3,7.258559588090523
4,4,4,8.094614100977793
