0,1,2,function_value
1,1,1,1.7666672585113594
1,1,2,2.7890330151148532
1,1,3,3.9315221417049764
1,2,1,2.411702007368586
1,2,2,3.179032896264
1,2,3,4.264735464667221
1,2,4,5.458658129539268
1,3,1,2.589037316881598
1,3,2,3.629386847702514
1,3,3,4.698830518934413
1,4,1,2.9303383052801437
1,4,2,4.033500983953177
1,4,3,5.122218530268895
2,1,1,2.5801958105464817
2,1,2,3.4520464937019044
2,1,3,4.539170249321228
2,1,4,5.734977269085647
2,2,1,2.994012414047148
2,2,2,4.060090353496561
2,2,3,5.066094832642847
2,2,4,6.184266690026974
2,3,1,3.2217686947158657
2,3,2,4.4578988574747775
2,3,3,5.517093978709851
2,3,4,6.554132547554362
2,4,1,3.636902800256035
2,4,2,4.6259811608759085
2,4,3,5.86541520524557
2,4,4,6.958267052437019
3,1,1,3.06852142178982
3,1,2,4.261064822557545
3,1,3,5.353201849961443
3,1,4,6.433195512462153
3,2,1,3.394778944765082
3,2,2,4.741920821427981
3,2,3,5.870160620317919
3,2,4,6.719225202955931
3,3,1,3.6514827548953113
3,3,2,5.11866243999206
3,3,3,6.342011856963
3,3,4,7.374363214911514
3,4,1,4.242550287906813
3,4,2,5.405303632491177
3,4,3,6.740230906305063
3,4,4,7.651476575155533
4,1,2,4.901675185630575
4,1,3,5.955861012865068
4,1,4,7.117125983511314
4,2,1,4.198734165454484
4,2,2,5.354235031772625
4,2,3,6.43282209652667
4,2,4,7.499187128551897
4,3,1,4.58658721031003
4,3,2,5.623853602652384
4,3,3,6.955851109003
4,3,4,7.880944744321347
4,4,1,4.991219980654394
4,4,2,6.066951007936248
4,4,3,7.245769618464821
4,4,4,8.179682188276239
