0,1,2,function_value
1.0,1.0,1.0,1.8847689183748924
1.0,1.0,2.0,2.935152207460842
1.0,1.0,3.0,4.004372981805871
1.0,2.0,1.0,2.3629827095238842
1.0,2.0,2.0,3.3318879767694556
1.0,2.0,3.0,4.410713115933812
1.0,3.0,1.0,2.723838026749881
1.0,3.0,2.0,3.744760425626499
1.0,3.0,3.0,4.831493412700382
1.0,4.0,1.0,3.133603279210949
1.0,4.0,2.0,4.1901863967908675
1.0,4.0,3.0,5.253364753281461
2.0,1.0,1.0,2.5878926152788355
2.0,1.0,2.0,3.5878123989855
2.0,1.0,3.0,4.689292138304895
2.0,1.0,4.0,5.7611249411310474
2.0,2.0,1.0,3.014171068287749
2.0,2.0,2.0,4.10526546738575
2.0,2.0,3.0,5.115595766921595
2.0,2.0,4.0,6.1803534466764205
2.0,3.0,1.0,3.3994096275541015
2.0,3.0,2.0,4.503322895527643
2.0,3.0,3.0,5.571875461119178
2.0,3.0,4.0,6.5942014973980365
2.0,4.0,1.0,3.8276593347738133
2.0,4.0,2.0,4.874460646633853
2.0,4.0,3.0,5.940568515249891
2.0,4.0,4.0,7.00413112215118
3.0,1.0,1.0,3.2780765684638795
3.0,1.0,2.0,4.324374272190533
3.0,1.0,3.0,5.388741337549638
3.0,1.0,4.0,6.461059575669361
3.0,2.0,1.0,3.677688320149669
3.0,2.0,2.0,4.817616646490995
3.0,2.0,3.0,5.841713896290306
3.0,2.0,4.0,6.875509561639544
3.0,3.0,1.0,4.057464822801278
3.0,3.0,2.0,5.22774762731743
3.0,3.0,3.0,6.318033944957473
3.0,3.0,4.0,7.301197553003109
3.0,4.0,1.0,4.517468051626079
3.0,4.0,2.0,5.5780828692460185
3.0,4.0,3.0,6.697683842923715
3.0,4.0,4.0,7.698627006337857
4.0,1.0,2.0,5.035833737512429
4.0,1.0,3.0,6.098097039034849
4.0,1.0,4.0,7.158563704238426
4.0,2.0,1.0,4.391170502965114
4.0,2.0,2.0,5.451380740430263
4.0,2.0,3.0,6.513150307210708
4.0,2.0,4.0,7.573802575421693
4.0,3.0,1.0,4.8050787724556985
4.0,3.0,2.0,5.851849145005273
4.0,3.0,3.0,6.96027855751609
4.0,3.0,4.0,7.975621390536934
4.0,4.0,1.0,5.22069134414584
4.0,4.0,2.0,6.263757782653112
4.0,4.0,3.0,7.3433685546661165
4.0,4.0,4.0,8.36022567820742
