0,1,2,function_value
1,1,1,1.7606596719448466
1,1,2,2.712881351585773
1,1,3,3.6219222499054142
1,2,1,2.537820020953407
1,2,2,3.095535443484937
1,2,3,3.8330226000197576
1,2,4,5.2014845984559175
1,3,1,2.6122463650270085
1,3,2,3.5609919489764046
1,3,3,4.378540637739926
1,4,1,2.6722232051032493
1,4,2,3.7632924283662224
1,4,3,4.7456284202088765
2,1,1,2.6721088968273237
2,1,2,3.4228452137013923
2,1,3,4.3711993049798314
2,1,4,5.465682424766358
2,2,1,3.0394778913648173
2,2,2,4.06587565639652
2,2,3,5.064894092948808
2,2,4,6.21909535564442
2,3,1,3.2042853770715802
2,3,2,4.462982817496202
2,3,3,5.5290894108387185
2,3,4,6.456240915331625
2,4,1,3.5562476860856034
2,4,2,4.462901466733835
2,4,3,5.861426740508765
2,4,4,6.861456453672406
3,1,1,2.809960981670784
3,1,2,4.2772672177479665
3,1,3,5.3589537226726645
3,1,4,6.288904936041101
3,2,1,3.242066445365448
3,2,2,4.753972898703063
3,2,3,5.88778250802573
3,2,4,6.422520675050724
3,3,1,3.425861915892984
3,3,2,5.1229821419498816
3,3,3,6.349467618267124
3,3,4,7.447616382117442
3,4,1,3.82717317694737
3,4,2,5.385235924700344
3,4,3,6.78286352405544
3,4,4,7.647412162818387
4,1,2,4.780040101115107
4,1,3,5.516530788099176
4,1,4,6.986663093449842
4,2,1,4.099228408322901
4,2,2,5.490922376975642
4,2,3,6.442406938761109
4,2,4,7.360776904003847
4,3,1,4.429458391886567
4,3,2,5.490871626403533
4,3,3,7.005055147095131
4,3,4,7.849683068543812
4,4,1,4.860566459445787
4,4,2,5.986344694619851
4,4,3,7.252972518801258
4,4,4,8.104464457134931
