0,1,2,function_value
1,1,1,1.8128643379654403
1,1,2,2.9384597109275283
1,1,3,4.064724068443238
1,2,1,2.229702581286657
1,2,2,3.354103383203458
1,2,3,4.480264327887518
1,2,4,5.606402582699023
1,3,1,2.644392072508432
1,3,2,3.770089286191108
1,3,3,4.896043165099413
1,4,1,3.0600308925592103
1,4,2,4.18594370424493
1,4,3,5.311828118261153
2,1,1,2.489699406322354
2,1,2,3.613974478560169
2,1,3,4.740656300623711
2,1,4,5.866965735557055
2,2,1,2.9056830502528963
2,2,2,4.031924833455625
2,2,3,5.156361217846647
2,2,4,6.282757606873368
2,3,1,3.3203319074427675
2,3,2,4.447053084973961
2,3,3,5.572259110357762
2,3,4,6.698402061018084
2,4,1,3.7363498793355725
2,4,2,4.861835014787805
2,4,3,5.9881372673020214
2,4,4,7.114118266123955
3,1,1,3.165392755111801
3,1,2,4.291454608499945
3,1,3,5.417364842985818
3,1,4,6.543269134579
3,2,1,3.5807416456104333
3,2,2,4.707846858284139
3,2,3,5.833765004995267
3,2,4,6.958618109386648
3,3,1,3.9957689087861823
3,3,2,5.122919293020927
3,3,3,6.2531156149572125
3,3,4,7.374963844567102
3,4,1,4.412474752464173
3,4,2,5.538161032456806
3,4,3,6.665450844641134
3,4,4,7.790272852128049
4,1,2,4.967708888938384
4,1,3,6.093530229732111
4,1,4,7.219557869455813
4,2,1,4.257502144819652
4,2,2,5.383512579365383
4,2,3,6.509346576543962
4,2,4,7.635206787492171
4,3,1,4.673173828360938
4,3,2,5.7987977299612865
4,3,3,6.925464000380894
4,3,4,8.050446988174187
4,4,1,5.088899846861572
4,4,2,6.214634750833499
4,4,3,7.340439225675175
4,4,4,8.465483742232715
