0,1,2,function_value
1,1,1,1.7911432063167103
1,1,2,2.8683024066623344
1,1,3,4.005262897691614
1,2,1,2.3065253148620672
1,2,2,3.269947576325875
1,2,3,4.392166344297223
1,2,4,5.527699286104973
1,3,1,2.6152667032617654
1,3,2,3.701467367563387
1,3,3,4.808360789457474
1,4,1,3.0098743119993245
1,4,2,4.118566238346202
1,4,3,5.223718688405069
2,1,1,2.523337855573614
2,1,2,3.5115936449944103
2,1,3,4.6488607211424755
2,1,4,5.796051405735907
2,2,1,2.9478658541135307
2,2,2,4.051156396660491
2,2,3,5.088287981281756
2,2,4,6.215030009581092
2,3,1,3.2661182158887336
2,3,2,4.449789063414473
2,3,3,5.520012076047679
2,3,4,6.613779948241223
2,4,1,3.6924820990244376
2,4,2,4.758221509363668
2,4,3,5.911600286877943
2,4,4,7.0223186761290055
3,1,1,3.1349964756216315
3,1,2,4.266601783949965
3,1,3,5.372188651593235
3,1,4,6.476838099157057
3,2,1,3.506299426611816
3,2,2,4.725118673194867
3,2,3,5.845968709172941
3,2,4,6.846607103092697
3,3,1,3.848537349086895
3,3,2,5.114101896344088
3,3,3,6.325922626052884
3,3,4,7.337918856252209
3,4,1,4.349153651123808
3,4,2,5.45683716331219
3,4,3,6.689685735917051
3,4,4,7.695610408474194
4,1,2,4.934090563721327
4,1,3,6.030552643349854
4,1,4,7.15424212579549
4,2,1,4.232300995858159
4,2,2,5.354310797808604
4,2,3,6.455537697090905
4,2,4,7.55521988771438
4,3,1,4.635969530331683
4,3,2,5.7167782279554435
4,3,3,6.916028825409593
4,3,4,7.938937486568345
4,4,1,5.044098564842164
4,4,2,6.138363829222604
4,4,3,7.264310145978225
4,4,4,8.293283524381753
