0,1,2,function_value
1,1,1,1.7781491182345885
1,1,2,2.831154270192888
1,1,3,3.976790481947596
1,2,1,2.3541295574952037
1,2,2,3.2266519312260695
1,2,3,4.3424832638648585
1,2,4,5.499446295723636
1,3,1,2.600131317594394
1,3,2,3.667476961434966
1,3,3,4.763730246029799
1,4,1,2.9758073940015914
1,4,2,4.082308378417817
1,4,3,5.181649786712736
2,1,1,2.5468916574663294
2,1,2,3.4781517526599366
2,1,3,4.60148193631229
2,1,4,5.771702747265271
2,2,1,2.9697668235411676
2,2,2,4.056182819944393
2,2,3,5.074433789600183
2,2,4,6.1992887145237106
2,3,1,3.2416517114361563
2,3,2,4.453933101722835
2,3,3,5.515919208939768
2,3,4,6.586618715944502
2,4,1,3.666175142877854
2,4,2,4.699507521795482
2,4,3,5.886869736510786
2,4,4,6.992487550922435
3,1,1,3.108676510179885
3,1,2,4.261767334764201
3,1,3,5.361705972530903
3,1,4,6.458139978192425
3,2,1,3.456243386063777
3,2,2,4.734006210314192
3,2,3,5.85872477874759
3,2,4,6.7940976838443925
3,3,1,3.7572593952402435
3,3,2,5.11622254872106
3,3,3,6.335743399940983
3,3,4,7.350539110946178
3,4,1,4.305073878538568
3,4,2,5.427964340438247
3,4,3,6.7147892799991515
3,4,4,7.6709530096449905
4,1,2,4.919534902766507
4,1,3,6.001482425848349
4,1,4,7.137646861593208
4,2,1,4.216193980860175
4,2,2,5.349336536587062
4,2,3,6.442315885484876
4,2,4,7.530203435794202
4,3,1,4.613026047035798
4,3,2,5.674234845627557
4,3,3,6.932697096636854
4,3,4,7.907460048136119
4,4,1,5.0185593959993495
4,4,2,6.103600964249216
4,4,3,7.250779080740498
4,4,4,8.233555995971187
