0,1,2,function_value
1.0,1.0,1.0,1.8761382550476524
1.0,1.0,2.0,2.8247938825548937
1.0,1.0,3.0,3.5745252586418172
1.0,2.0,1.0,2.6610166404331412
1.0,2.0,2.0,3.1109288837332403
1.0,2.0,3.0,3.605977152473586
1.0,3.0,1.0,2.8365057411665924
1.0,3.0,2.0,3.3047564492321797
1.0,3.0,3.0,4.178828287750923
1.0,4.0,1.0,2.9093744378260546
1.0,4.0,2.0,3.508834454847962
1.0,4.0,3.0,4.416808724931261
2.0,1.0,1.0,2.619147388468556
2.0,1.0,2.0,3.448113290775718
2.0,1.0,3.0,4.4240969080540635
2.0,1.0,4.0,4.87824231261501
2.0,2.0,1.0,3.0572270364221605
2.0,2.0,2.0,4.129987396445204
2.0,2.0,3.0,5.098399616256424
2.0,2.0,4.0,6.032863675672112
2.0,3.0,1.0,3.314370939557821
2.0,3.0,2.0,4.520327018134484
2.0,3.0,3.0,5.653010325737304
2.0,3.0,4.0,6.1882702458587335
2.0,4.0,1.0,3.3450221413702175
2.0,4.0,2.0,4.5763837099873
2.0,4.0,3.0,5.66436064051213
2.0,4.0,4.0,6.188302323008767
3.0,1.0,1.0,3.118152591380056
3.0,1.0,2.0,4.172655238569838
3.0,1.0,3.0,5.127822415491733
3.0,1.0,4.0,6.032150974376092
3.0,2.0,1.0,3.4078028360603545
3.0,2.0,2.0,4.881565098032447
3.0,2.0,3.0,5.873674353403609
3.0,2.0,4.0,6.779344751621841
3.0,3.0,1.0,3.5680406182769073
3.0,3.0,2.0,5.257622932250211
3.0,3.0,3.0,6.348635693971266
3.0,3.0,4.0,7.347852923133188
3.0,4.0,1.0,3.847202425231028
3.0,4.0,2.0,5.50138059285808
3.0,4.0,3.0,6.794417959655301
3.0,4.0,4.0,7.554596718886841
4.0,1.0,2.0,4.4784290412923875
4.0,1.0,3.0,5.968958209751451
4.0,1.0,4.0,6.806665814348338
4.0,2.0,1.0,3.8952282227608883
4.0,2.0,2.0,5.2590848515531174
4.0,2.0,3.0,6.473063379513651
4.0,2.0,4.0,7.44431462346544
4.0,3.0,1.0,4.172322428441097
4.0,3.0,2.0,5.5046751373386265
4.0,3.0,3.0,7.066810973103082
4.0,3.0,4.0,7.825946469915886
4.0,4.0,1.0,4.34814356128187
4.0,4.0,2.0,5.706901432717129
4.0,4.0,3.0,7.327526639713273
4.0,4.0,4.0,8.085750661114488
