0,1,2,function_value
1.0,1.0,1.0,1.894395682709511
1.0,1.0,2.0,2.9559254078869976
1.0,1.0,3.0,4.018863709522728
1.0,2.0,1.0,2.3217601889764157
1.0,2.0,2.0,3.377401956906751
1.0,2.0,3.0,4.441167874413093
1.0,3.0,1.0,2.7407222337998443
1.0,3.0,2.0,3.800300589432994
1.0,3.0,3.0,4.864400405406536
1.0,4.0,1.0,3.1633109779969817
1.0,4.0,2.0,4.225299688137797
1.0,4.0,3.0,5.287712269054649
2.0,1.0,1.0,2.5988803644435117
2.0,1.0,2.0,3.65574468378737
2.0,1.0,3.0,4.7220887151687325
2.0,1.0,4.0,5.785117606294841
2.0,2.0,1.0,3.0223941552327966
2.0,2.0,2.0,4.088576664586864
2.0,2.0,3.0,5.145180819725126
2.0,2.0,4.0,6.2082639494276455
2.0,3.0,1.0,3.443006595596484
2.0,3.0,2.0,4.5079165897529405
2.0,3.0,3.0,5.571301543036406
2.0,3.0,4.0,6.631043891552349
2.0,4.0,1.0,3.8671800246538526
2.0,4.0,2.0,4.928393031939803
2.0,4.0,3.0,5.991052621815027
2.0,4.0,4.0,7.053595578884595
3.0,1.0,1.0,3.3025444074301378
3.0,1.0,2.0,4.363690686335714
3.0,1.0,3.0,5.42631113948273
3.0,1.0,4.0,6.489381588286029
3.0,2.0,1.0,3.724303643601572
3.0,2.0,2.0,4.792839840490624
3.0,2.0,3.0,5.851032857524137
3.0,2.0,4.0,6.912163139232504
3.0,3.0,1.0,4.14450831896121
3.0,3.0,2.0,5.215606828719129
3.0,3.0,3.0,6.284093853472425
3.0,3.0,4.0,7.335485109169029
3.0,4.0,1.0,4.570764765332685
3.0,4.0,2.0,5.632607681285396
3.0,4.0,3.0,6.699050600605665
3.0,4.0,4.0,7.757231592287897
4.0,1.0,2.0,5.068874326421736
4.0,1.0,3.0,6.131225352625515
4.0,1.0,4.0,7.193480681470832
4.0,2.0,1.0,4.429551722021121
4.0,2.0,2.0,5.491767436071187
4.0,2.0,3.0,6.554042871103824
4.0,2.0,4.0,7.61635087118148
4.0,3.0,1.0,4.852346760958707
4.0,3.0,2.0,5.91357380907041
4.0,3.0,3.0,6.978792822703674
4.0,3.0,4.0,8.038025868534387
4.0,4.0,1.0,5.275245024639449
4.0,4.0,2.0,6.336260838272247
4.0,4.0,3.0,7.399026351161347
4.0,4.0,4.0,8.458379141050662
