0,1,function_value
1,1,1.2273655233133713
1,2,1.4417501600139668
1,3,2.955872687961534
1,4,2.9558721472650054
1,5,3.4230795659110247
1,6,3.870194019999762
1,7,4.790435586708994
2,1,1.4399179146235677
2,2,2.09164865708275
2,3,2.9558736501612337
2,4,3.4230786649946197
2,5,3.423079393509764
2,6,3.8701930182165207
2,7,4.790435369388646
3,1,3.0335487229357323
3,2,3.033537428855563
3,3,3.0335024524987833
3,4,3.606982605605136
3,5,3.958673121165636
3,6,4.061730043103212
3,7,4.790435044643392
4,1,3.108201452015023
4,2,3.896285403342387
4,3,3.8962914545460565
4,4,4.0897208531665035
4,5,4.6720324066198335
4,6,4.757038657287831
4,7,5.909153807047538
5,1,3.702964745820407
5,2,3.9453459122525723
5,3,4.647541092457009
5,4,4.6580979371920135
5,5,5.022137800072564
5,6,5.45442103086544
5,7,5.909154818360208
6,1,4.310081490379162
6,2,4.667175359277491
6,3,4.8433282331115555
6,4,5.344872334376628
6,5,5.6253686084522485
6,6,6.049271048934751
6,7,6.350980224448868
7,1,4.667184602971859
7,2,4.667179734379029
7,3,5.8669444419821
7,4,5.866948758270538
7,5,6.42177302343518
7,6,6.454505225280891
7,7,6.876935807768612
